Function Name,Implementation Status,Compliance Frameworks Count,Compliance Frameworks,Primary API Function,Primary User Function,File Exists,Notes
opensearch_service_domains_internal_user_database_enabled,,6,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""opensearch"")",describe_domain(),YES,Serves 6 compliance requirements across 4 frameworks
opensearch_service_domains_node_to_node_encryption_enabled,,65,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws","client = boto3.client(""opensearch"")",describe_domain(),YES,Serves 65 compliance requirements across 19 frameworks
opensearch_service_domains_not_publicly_accessible,,32,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws","client = boto3.client(""opensearch"")",describe_domain(),YES,Serves 32 compliance requirements across 7 frameworks
opensearch_service_domains_updated_to_the_latest_service_software_version,,5,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client = boto3.client(""opensearch"")",describe_domain(),YES,Serves 5 compliance requirements across 5 frameworks
opensearch_service_domains_use_cognito_authentication_for_kibana,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""opensearch"")",describe_domain(),YES,Serves 5 compliance requirements across 3 frameworks
organizations_account_part_of_organizations,,24,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client(""organizations"")",describe_organization(),YES,Serves 24 compliance requirements across 8 frameworks
organizations_delegated_administrators,,7,"mitre_attack_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""organizations"")",list_delegated_administrators(),YES,Serves 7 compliance requirements across 3 frameworks
organizations_scp_check_deny_regions,,7,"kisa_isms_p_2023_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_account_security_onboarding_aws","client = boto3.client(""organizations"")","list_policies(Filter='SERVICE_CONTROL_POLICY')
 describe_policy(PolicyId)",YES,Serves 7 compliance requirements across 5 frameworks
organizations_tags_policies_enabled_and_attached,,9,"ens_rd2022_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""organizations"")","list_policies()
 list_targets_for_policy(PolicyId)",YES,Serves 9 compliance requirements across 4 frameworks
rds_cluster_backtrack_enabled,,5,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""rds"")",describe_db_clusters(),YES,Serves 5 compliance requirements across 3 frameworks
rds_cluster_copy_tags_to_snapshots,,4,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""rds"")",describe_db_clusters(),YES,Serves 4 compliance requirements across 4 frameworks
rds_cluster_critical_event_subscription,,1,aws_foundational_security_best_practices_aws,"client = boto3.client(""rds"")",describe_event_subscriptions(),YES,Serves 1 compliance requirements across 1 frameworks
rds_cluster_default_admin,,8,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws","client = boto3.client(""rds"")",describe_db_clusters(),YES,Serves 8 compliance requirements across 4 frameworks
rds_cluster_deletion_protection,,7,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""rds"")",describe_db_clusters(),YES,Serves 7 compliance requirements across 3 frameworks
rds_cluster_iam_authentication_enabled,,14,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('rds'),describe_db_clusters(),YES,Serves 14 compliance requirements across 4 frameworks
rds_cluster_integration_cloudwatch_logs,,15,"aws_foundational_security_best_practices_aws, iso27001_2022_aws, pci_4.0_aws","client = boto3.client(""rds"")",describe_db_clusters(),YES,Serves 15 compliance requirements across 3 frameworks
rds_cluster_minor_version_upgrade_enabled,,5,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws",client = boto3.client('rds'),describe_db_clusters(),YES,Serves 5 compliance requirements across 4 frameworks
rds_cluster_multi_az,,9,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('rds'),"describe_db_clusters(), describe_db_instances()",YES,Serves 9 compliance requirements across 5 frameworks
rds_cluster_protected_by_backup_plan,,1,pci_4.0_aws,client=boto3.client('rds'),"describe_db_clusters(), list_protected_resources()",YES,Serves 1 compliance requirements across 1 frameworks
rds_cluster_storage_encrypted,,5,"aws_foundational_security_best_practices_aws, iso27001_2022_aws, pci_4.0_aws",client = boto3.client('rds'),describe_db_clusters(),YES,Serves 5 compliance requirements across 3 frameworks
rds_instance_backup_enabled,,121,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, aws_well_architected_framework_reliability_pillar_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, ffiec_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('rds'),describe_db_instances(),YES,Serves 121 compliance requirements across 22 frameworks
rds_instance_certificate_expiration,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('rds'),"describe_db_instances(), describe_certificates()",YES,Serves 4 compliance requirements across 2 frameworks
rds_instance_copy_tags_to_snapshots,,4,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client== boto3.client('rds'),describe_db_instances(),YES,Serves 4 compliance requirements across 4 frameworks
rds_instance_critical_event_subscription,,1,aws_foundational_security_best_practices_aws,"client = boto3.client(""rds"")",describe_event_subscriptions(),YES,Serves 1 compliance requirements across 1 frameworks
rds_instance_default_admin,,8,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws","client = boto3.client(""rds"")",describe_db_instances(),YES,Serves 8 compliance requirements across 4 frameworks
rds_instance_deletion_protection,,31,"aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, kisa_isms_p_2023_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ffiec_aws, soc2_aws, cisa_aws, aws_well_architected_framework_reliability_pillar_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, fedramp_moderate_revision_4_aws, mitre_attack_aws","client = boto3.client(""rds"")",describe_db_instances(),YES,Serves 31 compliance requirements across 13 frameworks
rds_instance_deprecated_engine_version,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client = boto3.client(""rds"")","describe_db_instances(), describe_db_engine_versions()",YES,Serves 2 compliance requirements across 2 frameworks
rds_instance_enhanced_monitoring_enabled,,28,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ffiec_aws, cisa_aws, aws_well_architected_framework_reliability_pillar_aws, kisa_isms_p_2023_korean_aws, fedramp_moderate_revision_4_aws, mitre_attack_aws, nist_800_171_revision_2_aws","client = boto3.client(""rds"")",describe_db_instances(),YES,Serves 28 compliance requirements across 13 frameworks
rds_instance_event_subscription_parameter_groups,,1,aws_foundational_security_best_practices_aws,"client = boto3.client(""rds"")",describe_event_subscriptions(),YES,Serves 1 compliance requirements across 1 frameworks
rds_instance_event_subscription_security_groups,,9,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client = boto3.client(""rds"")",describe_event_subscriptions(),YES,Serves 9 compliance requirements across 4 frameworks
rds_instance_iam_authentication_enabled,,21,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws",client=boto3.client('rds'),describe_db_instances(),YES,Serves 21 compliance requirements across 5 frameworks
rds_instance_inside_vpc,,4,"aws_foundational_security_best_practices_aws, iso27001_2022_aws","client = boto3.client(""rds"")",describe_db_instances(),YES,Serves 4 compliance requirements across 2 frameworks
rds_instance_integration_cloudwatch_logs,,99,"gxp_21_cfr_part_11_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, aws_well_architected_framework_reliability_pillar_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws","client = boto3.client(""rds"")",describe_db_instances(),YES,Serves 99 compliance requirements across 19 frameworks
rds_instance_minor_version_upgrade_enabled,,16,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ffiec_aws, pci_4.0_aws, cisa_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, cis_1.5_aws",client = boto3.client('rds'),describe_db_instances(),YES,Serves 16 compliance requirements across 13 frameworks
rds_instance_multi_az,,48,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, fedramp_low_revision_4_aws, cis_4.0_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, aws_well_architected_framework_reliability_pillar_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, fedramp_moderate_revision_4_aws, hipaa_aws, nist_800_171_revision_2_aws",client = boto3.client('rds'),describe_db_instances(),YES,Serves 48 compliance requirements across 16 frameworks
rds_instance_no_public_access,,109,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cisa_aws, cis_3.0_aws",client = boto3.client('rds'),describe_db_instances(),YES,Serves 109 compliance requirements across 26 frameworks
rds_instance_non_default_port,,1,aws_foundational_security_best_practices_aws,"client = boto3.client(""rds"")",describe_db_instances(),YES,Serves 1 compliance requirements across 1 frameworks
rds_instance_protected_by_backup_plan,,4,"pci_4.0_aws, pci_3.2.1_aws","client = boto3.client(""backup"")","list_protected_resources(), describe_db_instances()",YES,Serves 4 compliance requirements across 2 frameworks
rds_instance_storage_encrypted,,72,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, gxp_eu_annex_11_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('rds'),describe_db_instances(),YES,Serves 72 compliance requirements across 28 frameworks
rds_instance_transport_encrypted,,15,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, cis_1.5_aws",client = boto3.client('rds'),describe_db_instances(),YES,Serves 15 compliance requirements across 9 frameworks
rds_snapshots_encrypted,,18,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws","client1=boto3.client(""rds""), client2=boto3.client(""neptune""), client3=boto3.client(""docdb"")","describe_db_snapshots(), describe_db_cluster_snapshots()",YES,Serves 18 compliance requirements across 6 frameworks
rds_snapshots_public_access,,102,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cisa_aws","client1=boto3.client(""rds""), client2=boto3.client(""neptune""), client3=boto3.client(""docdb"")","describe_db_snapshots(), describe_db_snapshot_attributes()",YES,Serves 102 compliance requirements across 21 frameworks
redshift_cluster_audit_logging,,143,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws","client=boto3.client(""redshift"")",describe_clusters(),YES,Serves 143 compliance requirements across 20 frameworks
redshift_cluster_automated_snapshot,,53,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, rbi_cyber_security_framework_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, ffiec_aws, soc2_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, fedramp_moderate_revision_4_aws, hipaa_aws, gxp_eu_annex_11_aws, gdpr_aws, pci_4.0_aws","client=boto3.client(""redshift"")",describe_clusters(),YES,Serves 53 compliance requirements across 17 frameworks
redshift_cluster_automatic_upgrades,,22,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, nist_800_53_revision_5_aws, ffiec_aws, cisa_aws, kisa_isms_p_2023_korean_aws, rbi_cyber_security_framework_aws",client = boto3.client('redshift'),describe_clusters(),YES,Serves 22 compliance requirements across 8 frameworks
redshift_cluster_encrypted_at_rest,,3,"iso27001_2022_aws, pci_4.0_aws","client=boto3.client(""redshift"")",describe_clusters(),YES,Serves 3 compliance requirements across 2 frameworks
redshift_cluster_enhanced_vpc_routing,,8,"iso27001_2022_aws, pci_4.0_aws","client=boto3.client(""redshift"")",describe_clusters(),YES,Serves 8 compliance requirements across 2 frameworks
redshift_cluster_in_transit_encryption_enabled,,9,"soc2_aws, iso27001_2022_aws, pci_4.0_aws","client=boto3.client(""redshift"")",describe_clusters(),YES,Serves 9 compliance requirements across 3 frameworks
redshift_cluster_multi_az_enabled,,17,"iso27001_2022_aws, pci_4.0_aws","client=boto3.client(""redshift"")",describe_clusters(),YES,Serves 17 compliance requirements across 2 frameworks
redshift_cluster_public_access,,108,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cisa_aws","client=boto3.client(""redshift"")",describe_clusters(),YES,Serves 108 compliance requirements across 20 frameworks
resourceexplorer2_indexes_found,,5,"ens_rd2022_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client=boto3.client(""resource-explorer-2"")",list_indexes(),YES,Serves 5 compliance requirements across 3 frameworks
route53_dangling_ip_subdomain_takeover,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws","client=boto3.client(""route53"")",list_hosted_zones(),YES,Serves 2 compliance requirements across 2 frameworks
route53_domains_privacy_protection_enabled,,4,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws","client=boto3.client(""route53domains"")","list_domains(), get_domain_detail()",YES,Serves 4 compliance requirements across 4 frameworks
route53_domains_transferlock_enabled,,4,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws","client=boto3.client(""route53domains"")","list_domains(), get_domain_detail()",YES,Serves 4 compliance requirements across 4 frameworks
route53_public_hosted_zones_cloudwatch_logging_enabled,,18,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client=boto3.client(""route53"")","list_hosted_zones(), list_query_logging_configs()",YES,Serves 18 compliance requirements across 6 frameworks
s3_access_point_public_access_block,,17,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws","client=boto3.client(""s3control"")","list_access_points(), get_access_point_policy_status()",YES,Serves 17 compliance requirements across 4 frameworks
s3_account_level_public_access_blocks,,109,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_account_security_onboarding_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('s3'),get_public_access_block(Bucket='your-bucket-name'),YES,Serves 109 compliance requirements across 26 frameworks
s3_bucket_acl_prohibited,,15,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, cisa_aws, kisa_isms_p_2023_korean_aws, aws_foundational_technical_review_aws, pci_4.0_aws","client=boto3.client(""s3"")",get_bucket_acl(),YES,Serves 15 compliance requirements across 7 frameworks
s3_bucket_cross_account_access,,33,"aws_foundational_security_best_practices_aws, pci_4.0_aws","client=boto3.client(""s3"")",get_bucket_policy(),YES,Serves 33 compliance requirements across 2 frameworks
s3_bucket_cross_region_replication,,16,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws","client=boto3.client(""s3"")",get_bucket_replication(),YES,Serves 16 compliance requirements across 4 frameworks
s3_bucket_default_encryption,,77,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws",client = boto3.client('s3'),"list_buckets(), get_bucket_encryption(Bucket='bucket-name')",YES,Serves 77 compliance requirements across 24 frameworks
s3_bucket_enforces_ssl,,6,pci_3.2.1_aws,"client=boto3.client(""s3"")",get_bucket_policy(),YES,Serves 6 compliance requirements across 1 frameworks
s3_bucket_event_notifications_enabled,,5,pci_4.0_aws,"client=boto3.client(""s3"")",get_bucket_notification_configuration(),YES,Serves 5 compliance requirements across 1 frameworks
s3_bucket_kms_encryption,,22,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, pci_4.0_aws","client=boto3.client(""s3"")",get_bucket_encryption(),YES,Serves 22 compliance requirements across 7 frameworks
s3_bucket_level_public_access_block,,13,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, cis_3.0_aws, cis_1.4_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, mitre_attack_aws, aws_foundational_technical_review_aws, cis_1.5_aws",client = boto3.client('macie2'),get_public_access_block(Bucket='your-bucket-name'),YES,Serves 13 compliance requirements across 11 frameworks
s3_bucket_lifecycle_enabled,,28,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws","client=boto3.client(""s3"")",get_bucket_lifecycle_configuration(),YES,Serves 28 compliance requirements across 6 frameworks
s3_bucket_no_mfa_delete,,17,"aws_foundational_security_best_practices_aws, cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, pci_4.0_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, cis_1.5_aws",client = boto3.client('s3'),"list_buckets(), get_bucket_versioning(Bucket='bucket-name')",YES,Serves 17 compliance requirements across 11 frameworks
s3_bucket_object_lock,,9,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws, pci_4.0_aws","client=boto3.client(""s3"")",get_object_lock_configuration(),YES,Serves 9 compliance requirements across 6 frameworks
s3_bucket_object_versioning,,80,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cisa_aws","client=boto3.client(""s3"")",get_bucket_versioning(),YES,Serves 80 compliance requirements across 22 frameworks
s3_bucket_policy_public_write_access,,98,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cisa_aws","client=boto3.client(""s3"")",get_bucket_policy(),YES,Serves 98 compliance requirements across 21 frameworks
s3_bucket_public_access,,156,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, aws_account_security_onboarding_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cisa_aws","client=boto3.client(""s3"")","get_public_access_block(), get_bucket_acl(), get_bucket_policy_status()",YES,Serves 156 compliance requirements across 22 frameworks
s3_bucket_public_list_acl,,6,"aws_foundational_technical_review_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, kisa_isms_p_2023_korean_aws","client=boto3.client(""s3"")",get_bucket_acl(),YES,Serves 6 compliance requirements across 4 frameworks
s3_bucket_public_write_acl,,30,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, pci_4.0_aws","client=boto3.client(""s3"")",get_bucket_acl(),YES,Serves 30 compliance requirements across 6 frameworks
s3_bucket_secure_transport_policy,,80,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('s3'),"list_buckets(), get_bucket_policy(Bucket='bucket-name')",YES,Serves 80 compliance requirements across 25 frameworks
