compliance_name,unique_key,id,name,description,check_count,service_count,check_functions_str,services_str,applied_services
nist_csf_1.1_aws,nist_gen_gen_004,ds_4,PR.DS-4,Adequate capacity to ensure availability is maintained.,5,3,"['elbv2_deletion_protection', 'rds_instance_enhanced_monitoring_enabled', 'rds_instance_backup_enabled', 'rds_instance_multi_az', 's3_bucket_object_versioning']","['elbv2', 'rds', 's3']",
nist_csf_1.1_aws,nist_gen_gen_005,ds_5,PR.DS-5,Protections against data leaks are implemented.,19,12,"['cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'ec2_ebs_public_snapshot', 'elbv2_logging_enabled', 'elb_logging_enabled', 'guardduty_is_enabled', 'awslambda_function_url_public', 'rds_instance_no_public_access', 'rds_snapshots_public_access', 'redshift_cluster_public_access', 's3_bucket_server_access_logging_enabled', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 's3_account_level_public_access_blocks', 'sagemaker_notebook_instance_without_direct_internet_access_configured', 'securityhub_enabled', 'vpc_flow_logs_enabled']","['elbv2', 'guardduty', 'redshift', 'securityhub', 'vpc', 's3', 'elb', 'sagemaker', 'awslambda', 'ec2', 'rds', 'cloudtrail']",
nist_csf_1.1_aws,nist_gen_gen_007,ds_7,PR.DS-7,The development and testing environment(s) are separate from the production environment.,6,4,"['cloudtrail_log_file_validation_enabled', 'ec2_instance_managed_by_ssm', 'ec2_instance_older_than_specific_days', 'elbv2_deletion_protection', 'ssm_managed_compliant_patching', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22']","['elbv2', 'ssm', 'ec2', 'cloudtrail']",
nist_csf_1.1_aws,nist_gen_gen_008,ds_8,PR.DS-8,Integrity checking mechanisms are used to verify hardware integrity.,2,2,"['ec2_instance_managed_by_ssm', 'securityhub_enabled']","['ec2', 'securityhub']",
nist_csf_1.1_aws,nist_gen_gen_001,ip_1,PR.IP-1,A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality).,3,2,"['ec2_instance_managed_by_ssm', 'ec2_instance_older_than_specific_days', 'ssm_managed_compliant_patching']","['ssm', 'ec2']",
nist_csf_1.1_aws,nist_gen_gen_004,ip_4,PR.IP-4,"Backups of information are conducted, maintained, and tested periodically.",3,3,"['dynamodb_tables_pitr_enabled', 'rds_instance_backup_enabled', 's3_bucket_object_versioning']","['s3', 'dynamodb', 'rds']",
nist_csf_1.1_aws,nist_gen_gen_008,ip_8,PR.IP-8,Effectiveness of protection technologies is shared.,13,8,"['ec2_ebs_public_snapshot', 'ec2_instance_public_ip', 'eks_cluster_not_publicly_accessible', 'emr_cluster_master_nodes_no_public_ip', 'awslambda_function_url_public', 'rds_instance_no_public_access', 'rds_snapshots_public_access', 'redshift_cluster_public_access', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 's3_account_level_public_access_blocks', 's3_bucket_public_access', 'sagemaker_notebook_instance_without_direct_internet_access_configured']","['eks', 'redshift', 'ec2', 's3', 'emr', 'sagemaker', 'awslambda', 'rds']",
nist_csf_1.1_aws,nist_gen_gen_009,ip_9,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed.,10,6,"['dynamodb_tables_pitr_enabled', 'dynamodb_tables_pitr_enabled', 'efs_have_backup_enabled', 'efs_have_backup_enabled', 'elbv2_deletion_protection', 'rds_instance_backup_enabled', 'rds_instance_multi_az', 'rds_instance_backup_enabled', 'redshift_cluster_automated_snapshot', 's3_bucket_object_versioning']","['efs', 'elbv2', 's3', 'dynamodb', 'redshift', 'rds']",
nist_csf_1.1_aws,nist_gen_gen_012,ip_12,PR.IP-12,A vulnerability management plan is developed and implemented.,4,3,"['config_recorder_all_regions_enabled', 'ec2_instance_managed_by_ssm', 'ssm_managed_compliant_patching', 'ssm_managed_compliant_patching']","['config', 'ssm', 'ec2']",
nist_csf_1.1_aws,nist_gen_gen_002,ma_2,PR.MA-2,"Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access.",2,1,"['cloudtrail_multi_region_enabled', 'cloudtrail_multi_region_enabled']",['cloudtrail'],
nist_csf_1.1_aws,nist_gen_gen_001,pt_1,PR.PT-1,"Audit/log records are determined, documented, implemented, and reviewed in accordance with policy.",8,6,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 's3_bucket_server_access_logging_enabled', 'vpc_flow_logs_enabled']","['elbv2', 'vpc', 's3', 'elb', 'apigateway', 'cloudtrail']",
nist_csf_1.1_aws,nist_gen_gen_003,pt_3,PR.PT-3,The principle of least functionality is incorporated by configuring systems to provide only essential capabilities.,11,6,"['ec2_ebs_public_snapshot', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_no_root_access_key', 'awslambda_function_url_public', 'rds_snapshots_public_access', 'redshift_cluster_public_access', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 's3_account_level_public_access_blocks']","['iam', 'redshift', 'ec2', 's3', 'awslambda', 'rds']",
nist_csf_1.1_aws,nist_gen_gen_004,pt_4,PR.PT-4,Communications and control networks are protected.,6,4,"['awslambda_function_not_publicly_accessible', 'rds_instance_no_public_access', 'redshift_cluster_public_access', 'ec2_networkacl_allow_ingress_any_port', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22', 'ec2_networkacl_allow_ingress_any_port']","['ec2', 'awslambda', 'redshift', 'rds']",
nist_csf_1.1_aws,nist_gen_gen_005,pt_5,PR.PT-5,"Mechanisms (e.g., failsafe, load balancing, hot swap) are implemented to achieve resilience requirements in normal and adverse situations.",4,3,"['elbv2_deletion_protection', 'rds_instance_backup_enabled', 'rds_instance_multi_az', 's3_bucket_object_versioning']","['elbv2', 'rds', 's3']",
nist_csf_1.1_aws,nist_rc_rp_001,rp_1,RC.RP-1,Recovery plan is executed during or after a cybersecurity incident.,11,6,"['dynamodb_tables_pitr_enabled', 'dynamodb_tables_pitr_enabled', 'efs_have_backup_enabled', 'efs_have_backup_enabled', 'elbv2_deletion_protection', 'rds_instance_backup_enabled', 'rds_instance_backup_enabled', 'rds_instance_multi_az', 'rds_instance_backup_enabled', 'redshift_cluster_automated_snapshot', 's3_bucket_object_versioning']","['efs', 'elbv2', 's3', 'dynamodb', 'redshift', 'rds']",
nist_csf_1.1_aws,nist_rc_rp_001,rp_1,RS.RP-1,Response plan is executed during or after an incident.,11,6,"['dynamodb_tables_pitr_enabled', 'dynamodb_tables_pitr_enabled', 'efs_have_backup_enabled', 'efs_have_backup_enabled', 'elbv2_deletion_protection', 'rds_instance_backup_enabled', 'rds_instance_backup_enabled', 'rds_instance_multi_az', 'rds_instance_backup_enabled', 'redshift_cluster_automated_snapshot', 's3_bucket_object_versioning']","['efs', 'elbv2', 's3', 'dynamodb', 'redshift', 'rds']",
aws_well_architected_framework_reliability_pillar_aws,aws_well_architected_framework_reliability_pillar_gen_001_REL09_BP03,REL09-BP03,,"Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.",4,3,"['cloudformation_stacks_termination_protection_enabled', 'rds_instance_backup_enabled', 'rds_instance_deletion_protection', 'dynamodb_tables_pitr_enabled']","['dynamodb', 'cloudformation', 'rds']",
aws_well_architected_framework_reliability_pillar_aws,aws_well_architected_framework_reliability_pillar_gen_001_REL06_BP01,REL06-BP01,,"Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.",9,7,"['apigateway_restapi_logging_enabled', 'apigatewayv2_api_access_logging_enabled', 'awslambda_function_invoke_api_operations_cloudtrail_logging_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'elb_logging_enabled', 'opensearch_service_domains_audit_logging_enabled', 'opensearch_service_domains_cloudwatch_logging_enabled', 'rds_instance_enhanced_monitoring_enabled', 'rds_instance_integration_cloudwatch_logs']","['opensearch', 'apigateway', 'elb', 'apigatewayv2', 'awslambda', 'rds', 'cloudtrail']",
aws_audit_manager_control_tower_guardrails_aws,aws_audit_manager_control_tower_guardrails_gen_001_1.0.3,1.0.3,Enable encryption for EBS volumes attached to EC2 instances,Checks whether EBS volumes that are in an attached state are encrypted,2,1,"['ec2_ebs_default_encryption', 'ec2_ebs_volume_encryption']",['ec2'],
aws_audit_manager_control_tower_guardrails_aws,aws_audit_manager_control_tower_guardrails_gen_001_3.0.1,3.0.1,Disallow access to IAM users without MFA,Checks whether the AWS Identity and Access Management users have multi-factor authentication (MFA) enabled.,3,1,"['iam_user_mfa_enabled_console_access', 'iam_user_hardware_mfa_enabled', 'iam_root_mfa_enabled']",['iam'],
aws_audit_manager_control_tower_guardrails_aws,aws_audit_manager_control_tower_guardrails_gen_001_3.0.2,3.0.2,Disallow console access to IAM users without MFA,Checks whether AWS Multi-Factor Authentication (MFA) is enabled for all AWS Identity and Access Management (IAM) users that use a console password.,3,1,"['iam_user_mfa_enabled_console_access', 'iam_user_hardware_mfa_enabled', 'iam_root_mfa_enabled']",['iam'],
aws_audit_manager_control_tower_guardrails_aws,aws_audit_manager_control_tower_guardrails_gen_001_3.0.3,3.0.3,Enable MFA for the root user,Checks whether the root user of your AWS account requires multi-factor authentication for console sign-in.,3,1,"['iam_root_mfa_enabled', 'iam_root_hardware_mfa_enabled', 'iam_user_mfa_enabled_console_access']",['iam'],
aws_audit_manager_control_tower_guardrails_aws,aws_audit_manager_control_tower_guardrails_gen_001_4.1.1,4.1.1,Disallow public read access to S3 buckets,Checks that your S3 buckets do not allow public read access.,4,2,"['rds_instance_no_public_access', 's3_bucket_public_access', 's3_bucket_public_list_acl', 's3_account_level_public_access_blocks']","['s3', 'rds']",
aws_audit_manager_control_tower_guardrails_aws,aws_audit_manager_control_tower_guardrails_gen_001_5.0.1,5.0.1,Disallow RDS database instances that are not storage encrypted ,Checks whether storage encryption is enabled for your RDS DB instances.,2,1,"['rds_instance_storage_encrypted', 'rds_instance_transport_encrypted']",['rds'],
rbi_cyber_security_framework_aws,rbi_cyber_security_framework_gen_001_annex_i_1_1,annex_i_1_1,Annex I (1.1),"UCBs should maintain an up-to-date business IT Asset Inventory Register containing the following fields, as a minimum: a) Details of the IT Asset (viz., hardware/software/network devices, key personnel, services, etc.), b. Details of systems where customer data are stored, c. Associated business applications, if any, d. Criticality of the IT asset (For example, High/Medium/Low).",2,2,"['ec2_instance_managed_by_ssm', 'organizations_account_part_of_organizations']","['ec2', 'organizations']",
rbi_cyber_security_framework_aws,rbi_cyber_security_framework_gen_001_annex_i_1_3,annex_i_1_3,Annex I (1.3),"Appropriately manage and provide protection within and outside UCB/network, keeping in mind how the data/information is stored, transmitted, processed, accessed and put to use within/outside the UCB’s network, and level of risk they are exposed to depending on the sensitivity of the data/information.",40,21,"['acm_certificates_expiration_check', 'apigateway_restapi_client_certificate_enabled', 'cloudtrail_kms_encryption_enabled', 'dynamodb_tables_kms_cmk_encryption_enabled', 'ec2_ebs_volume_encryption', 'ec2_ebs_public_snapshot', 'ec2_instance_public_ip', 'efs_encryption_at_rest_enabled', 'elbv2_insecure_ssl_ciphers', 'elb_ssl_listeners', 'ec2_ebs_default_encryption', 'emr_cluster_master_nodes_no_public_ip', 'opensearch_service_domains_encryption_at_rest_enabled', 'opensearch_service_domains_https_communications_enforced', 'opensearch_service_domains_node_to_node_encryption_enabled', 'kms_cmk_rotation_enabled', 'awslambda_function_not_publicly_accessible', 'awslambda_function_url_public', 'cloudwatch_log_group_kms_encryption_enabled', 'rds_instance_storage_encrypted', 'rds_instance_no_public_access', 'rds_snapshots_public_access', 'redshift_cluster_audit_logging', 'redshift_cluster_public_access', 's3_bucket_default_encryption', 's3_bucket_secure_transport_policy', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 'sagemaker_notebook_instance_without_direct_internet_access_configured', 'sagemaker_notebook_instance_encryption_enabled', 'sns_topics_kms_encryption_at_rest_enabled', 'ec2_networkacl_allow_ingress_any_port', 'backup_vaults_encrypted', 'elbv2_ssl_listeners', 'ssm_documents_set_as_public', 'vpc_subnet_no_public_ip_by_default', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_ftp_port_20_21', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_3389', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306', 's3_account_level_public_access_blocks']","['opensearch', 'cloudwatch', 'kms', 'ec2', 'sns', 'elbv2', 'vpc', 'ssm', 'emr', 'redshift', 'awslambda', 'efs', 'backup', 's3', 'elb', 'rds', 'acm', 'dynamodb', 'sagemaker', 'apigateway', 'cloudtrail']",
rbi_cyber_security_framework_aws,rbi_cyber_security_framework_gen_001_annex_i_5_1,annex_i_5_1,Annex I (5.1),"The firewall configurations should be set to the highest security level and evaluation of critical device (such as firewall, network switches, security devices, etc.) configurations should be done periodically.",5,3,"['apigateway_restapi_waf_acl_attached', 'elbv2_waf_acl_attached', 'ec2_securitygroup_default_restrict_traffic', 'ec2_networkacl_allow_ingress_any_port', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22']","['elbv2', 'ec2', 'apigateway']",
rbi_cyber_security_framework_aws,rbi_cyber_security_framework_gen_001_annex_i_6,annex_i_6,Annex I (6),"Put in place systems and processes to identify, track, manage and monitor the status of patches to servers, operating system and application software running at the systems used by the UCB officials (end-users). Implement and update antivirus protection for all servers and applicable end points preferably through a centralised system.",6,4,"['guardduty_no_high_severity_findings', 'rds_instance_minor_version_upgrade_enabled', 'redshift_cluster_automatic_upgrades', 'ssm_managed_compliant_patching', 'ssm_managed_compliant_patching', 'rds_instance_minor_version_upgrade_enabled']","['ssm', 'guardduty', 'redshift', 'rds']",
rbi_cyber_security_framework_aws,rbi_cyber_security_framework_gen_001_annex_i_7_1,annex_i_7_1,Annex I (7.1),Disallow administrative rights on end-user workstations/PCs/laptops and provide access rights on a ‘need to know’ and ‘need to do’ basis.,5,1,"['iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_policy_attached_only_to_group_or_roles', 'iam_no_root_access_key']",['iam'],
rbi_cyber_security_framework_aws,rbi_cyber_security_framework_gen_001_annex_i_7_4,annex_i_7_4,Annex I (7.4),"Implement appropriate (e.g. centralised) systems and controls to allow, manage, log and monitor privileged/super user/administrative access to critical systems (servers/databases, applications, network devices etc.)",15,11,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'cloudwatch_log_group_retention_policy_specific_days_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 'opensearch_service_domains_cloudwatch_logging_enabled', 'rds_instance_integration_cloudwatch_logs', 'redshift_cluster_audit_logging', 's3_bucket_server_access_logging_enabled', 'securityhub_enabled', 'vpc_flow_logs_enabled', 'opensearch_service_domains_audit_logging_enabled']","['opensearch', 'elbv2', 'redshift', 'securityhub', 'vpc', 's3', 'cloudwatch', 'elb', 'apigateway', 'rds', 'cloudtrail']",
rbi_cyber_security_framework_aws,rbi_cyber_security_framework_gen_001_annex_i_12,annex_i_12,Annex I (12),"Take periodic back up of the important data and store this data ‘off line’ (i.e., transferring important files to a storage device that can be detached from a computer/system after copying all the files).",5,5,"['dynamodb_tables_pitr_enabled', 'efs_have_backup_enabled', 'rds_instance_backup_enabled', 'redshift_cluster_automated_snapshot', 's3_bucket_object_versioning']","['efs', 's3', 'dynamodb', 'redshift', 'rds']",
ffiec_aws,ffiec_gen_001_d1_g_it_b_1,d1-g-it-b-1,D1.G.IT.B.1,"An inventory of organizational assets (e.g., hardware, software, data, and systems hosted externally) is maintained.",3,1,"['ec2_instance_managed_by_ssm', 'ec2_instance_older_than_specific_days', 'ec2_elastic_ip_unassigned']",['ec2'],
ffiec_aws,ffiec_gen_001_d1_rm_rm_b_1,d1-rm-rm-b-1,D1.RM.Rm.B.1,An information security and business continuity risk management function(s) exists within the institution.,4,2,"['rds_instance_backup_enabled', 'rds_instance_backup_enabled', 'rds_instance_multi_az', 'redshift_cluster_automated_snapshot']","['redshift', 'rds']",
ffiec_aws,ffiec_gen_001_d2_is_is_b_1,d2-is-is-b-1,D2.IS.Is.B.1,Information security threats are gathered and shared with applicable internal employees.,3,3,"['cloudtrail_cloudwatch_logging_enabled', 'guardduty_is_enabled', 'securityhub_enabled']","['guardduty', 'securityhub', 'cloudtrail']",
ffiec_aws,ffiec_gen_001_d2_ma_ma_b_1,d2-ma-ma-b-1,D2.MA.Ma.B.1,Information security threats are gathered and shared with applicable internal employees.,14,10,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'cloudwatch_log_group_retention_policy_specific_days_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 'opensearch_service_domains_cloudwatch_logging_enabled', 'rds_instance_integration_cloudwatch_logs', 'redshift_cluster_audit_logging', 's3_bucket_server_access_logging_enabled', 'vpc_flow_logs_enabled']","['opensearch', 'elbv2', 'redshift', 'vpc', 's3', 'cloudwatch', 'elb', 'apigateway', 'rds', 'cloudtrail']",
ffiec_aws,ffiec_gen_001_d2_ma_ma_b_2,d2-ma-ma-b-2,D2.MA.Ma.B.2,Computer event logs are used for investigations once an event has occurred.,12,8,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 'opensearch_service_domains_cloudwatch_logging_enabled', 'redshift_cluster_audit_logging', 's3_bucket_server_access_logging_enabled', 'vpc_flow_logs_enabled']","['opensearch', 'elbv2', 'redshift', 'vpc', 's3', 'elb', 'apigateway', 'cloudtrail']",
ffiec_aws,ffiec_gen_001_d2_ti_ti_b_1,d2-ti-ti-b-1,D2.TI.Ti.B.1,"The institution belongs or subscribes to a threat and vulnerability information-sharing source(s) that provides information on threats (e.g., FS-ISAC, US- CERT).",2,2,"['guardduty_is_enabled', 'securityhub_enabled']","['guardduty', 'securityhub']",
ffiec_aws,ffiec_gen_001_d2_ti_ti_b_2,d2-ti-ti-b-2,D2.TI.Ti.B.2,Threat information is used to monitor threats and vulnerabilities.,3,3,"['guardduty_is_enabled', 'securityhub_enabled', 'ssm_managed_compliant_patching']","['ssm', 'guardduty', 'securityhub']",
ffiec_aws,ffiec_gen_001_d2_ti_ti_b_3,d2-ti-ti-b-3,D2.TI.Ti.B.3,Threat information is used to enhance internal risk management and controls.,2,2,"['guardduty_is_enabled', 'securityhub_enabled']","['guardduty', 'securityhub']",
ffiec_aws,ffiec_gen_001_d3_cc_pm_b_1,d3-cc-pm-b-1,D3.CC.PM.B.1,A patch management program is implemented and ensures that software and firmware patches are applied in a timely manner.,3,3,"['rds_instance_minor_version_upgrade_enabled', 'redshift_cluster_automatic_upgrades', 'ssm_managed_compliant_patching']","['ssm', 'redshift', 'rds']",
ffiec_aws,ffiec_gen_001_d3_cc_pm_b_3,d3-cc-pm-b-3,D3.CC.PM.B.3,Patch management reports are reviewed and reflect missing security patches.,3,3,"['rds_instance_minor_version_upgrade_enabled', 'redshift_cluster_automatic_upgrades', 'ssm_managed_compliant_patching']","['ssm', 'redshift', 'rds']",
ffiec_aws,ffiec_gen_001_d3_dc_an_b_1,d3-dc-an-b-1,D3.DC.An.B.1,The institution is able to detect anomalous activities through monitoring across the environment.,3,2,"['guardduty_is_enabled', 'guardduty_no_high_severity_findings', 'securityhub_enabled']","['guardduty', 'securityhub']",
ffiec_aws,ffiec_gen_001_d3_dc_an_b_2,d3-dc-an-b-2,D3.DC.An.B.2,Customer transactions generating anomalous activity alerts are monitored and reviewed.,2,2,"['guardduty_is_enabled', 'securityhub_enabled']","['guardduty', 'securityhub']",
ffiec_aws,ffiec_gen_001_d3_dc_an_b_3,d3-dc-an-b-3,D3.DC.An.B.3,Logs of physical and/or logical access are reviewed following events.,12,8,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 'opensearch_service_domains_cloudwatch_logging_enabled', 'rds_instance_integration_cloudwatch_logs', 's3_bucket_server_access_logging_enabled', 'vpc_flow_logs_enabled']","['opensearch', 'elbv2', 'vpc', 's3', 'elb', 'apigateway', 'rds', 'cloudtrail']",
ffiec_aws,ffiec_gen_001_d3_dc_an_b_4,d3-dc-an-b-4,D3.DC.An.B.4,Access to critical systems by third parties is monitored for unauthorized or unusual activity.,13,9,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 'opensearch_service_domains_cloudwatch_logging_enabled', 'rds_instance_integration_cloudwatch_logs', 'redshift_cluster_audit_logging', 's3_bucket_server_access_logging_enabled', 'vpc_flow_logs_enabled']","['opensearch', 'elbv2', 'redshift', 'vpc', 's3', 'elb', 'apigateway', 'rds', 'cloudtrail']",
ffiec_aws,ffiec_gen_001_d3_dc_an_b_5,d3-dc-an-b-5,D3.DC.An.B.5,Elevated privileges are monitored.,2,1,"['cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled']",['cloudtrail'],
ffiec_aws,ffiec_gen_001_d3_dc_ev_b_1,d3-dc-ev-b-1,D3.DC.Ev.B.1,A normal network activity baseline is established.,10,6,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 'redshift_cluster_audit_logging', 'vpc_flow_logs_enabled']","['elbv2', 'redshift', 'vpc', 'elb', 'apigateway', 'cloudtrail']",
ffiec_aws,ffiec_gen_001_d3_dc_ev_b_3,d3-dc-ev-b-3,D3.DC.Ev.B.3,"Processes are in place to monitor for the presence of unauthorized users, devices, connections, and software.",4,4,"['cloudtrail_multi_region_enabled', 'guardduty_is_enabled', 'securityhub_enabled', 'vpc_flow_logs_enabled']","['guardduty', 'securityhub', 'vpc', 'cloudtrail']",
ffiec_aws,ffiec_gen_001_d3_dc_th_b_1,d3-dc-th-b-1,D3.DC.Th.B.1,Independent testing (including penetration testing and vulnerability scanning) is conducted according to the risk assessment for external-facing systems and the internal network.,3,3,"['guardduty_is_enabled', 'securityhub_enabled', 'ssm_managed_compliant_patching']","['ssm', 'guardduty', 'securityhub']",
ffiec_aws,ffiec_gen_001_d3_pc_am_b_1,d3-pc-am-b-1,D3.PC.Am.B.1,Employee access is granted to systems and confidential data based on job responsibilities and the principles of least privilege.,6,2,"['ec2_instance_profile_attached', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_no_root_access_key']","['iam', 'ec2']",
ffiec_aws,ffiec_gen_001_d3_pc_am_b_10,d3-pc-am-b-10,D3.PC.Am.B.10,Production and non-production environments are segregated to prevent unauthorized access or changes to information assets. (*N/A if no production environment exists at the institution or the institution's third party.),3,1,"['ec2_networkacl_allow_ingress_any_port', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22', 'ec2_networkacl_allow_ingress_any_port']",['ec2'],
ffiec_aws,ffiec_gen_001_d3_pc_am_b_12,d3-pc-am-b-12,D3.PC.Am.B.12,All passwords are encrypted in storage and in transit.,10,7,"['apigateway_restapi_client_certificate_enabled', 'ec2_ebs_volume_encryption', 'ec2_ebs_default_encryption', 'efs_encryption_at_rest_enabled', 'opensearch_service_domains_encryption_at_rest_enabled', 'opensearch_service_domains_node_to_node_encryption_enabled', 'rds_instance_storage_encrypted', 'redshift_cluster_audit_logging', 's3_bucket_default_encryption', 's3_bucket_secure_transport_policy']","['opensearch', 'efs', 'apigateway', 'redshift', 's3', 'ec2', 'rds']",
ffiec_aws,ffiec_gen_001_d3_pc_am_b_13,d3-pc-am-b-13,D3.PC.Am.B.13,"Confidential data is encrypted when transmitted across public or untrusted networks (e.g., Internet).",4,4,"['apigateway_restapi_client_certificate_enabled', 'elbv2_insecure_ssl_ciphers', 'elb_ssl_listeners', 's3_bucket_secure_transport_policy']","['elbv2', 'apigateway', 'elb', 's3']",
ffiec_aws,ffiec_gen_001_d3_pc_am_b_15,d3-pc-am-b-15,D3.PC.Am.B.15,"Remote access to critical systems by employees, contractors, and third parties uses encrypted connections and multifactor authentication.",5,3,"['apigateway_restapi_client_certificate_enabled', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_user_mfa_enabled_console_access', 's3_bucket_secure_transport_policy']","['s3', 'iam', 'apigateway']",
ffiec_aws,ffiec_gen_001_d3_pc_am_b_16,d3-pc-am-b-16,D3.PC.Am.B.16,"Administrative, physical, or technical controls are in place to prevent users without administrative responsibilities from installing unauthorized software.",3,1,"['iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges']",['iam'],
ffiec_aws,ffiec_gen_001_d3_pc_am_b_2,d3-pc-am-b-2,D3.PC.Am.B.2,Employee access to systems and confidential data provides for separation of duties.,3,1,"['iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges']",['iam'],
ffiec_aws,ffiec_gen_001_d3_pc_am_b_3,d3-pc-am-b-3,D3.PC.Am.B.3,"Elevated privileges (e.g., administrator privileges) are limited and tightly controlled (e.g., assigned to individuals, not shared, and require stronger password controls",6,1,"['iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key']",['iam'],
ffiec_aws,ffiec_gen_001_d3_pc_am_b_6,d3-pc-am-b-6,D3.PC.Am.B.6,"Identification and authentication are required and managed for access to systems, applications, and hardware.",16,1,"['iam_password_policy_minimum_length_14', 'iam_password_policy_lowercase', 'iam_password_policy_number', 'iam_password_policy_number', 'iam_password_policy_symbol', 'iam_password_policy_uppercase', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused']",['iam'],
